"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","mass","log_mass"
"Ipiranga",12043,"Valid","H6",7000,"Fell",1972,-25.5,-54.5,"(-25.5, -54.5)",7000,3.84509804001426
"Isthilart",12053,"Valid","H5",3050,"Fell",1928,-31.18333,-57.95,"(-31.18333, -57.95)",3050,3.48429983934679
"Itapicuru-Mirim",12056,"Valid","H5",2024,"Fell",1879,-3.4,-44.33333,"(-3.4, -44.33333)",2024,3.30621050816776
"Jackalsfontein",12065,"Valid","L6",48000,"Fell",1903,-32.5,21.9,"(-32.5, 21.9)",48000,4.68124123737559
"Jamkheir",12072,"Valid","H6",22,"Fell",1866,18.75,75.33333,"(18.75, 75.33333)",22,1.34242268082221
"Jartai",12074,"Valid","L6",20500,"Fell",1979,39.7,105.8,"(39.7, 105.8)",20500,4.31175386105575
"Jesenice",51589,"Valid","L6",3667,"Fell",2009,46.42137,14.05217,"(46.42137, 14.05217)",3667,3.5643109099606
"Jhung",12085,"Valid","L5",5900,"Fell",1873,31.3,72.38333,"(31.3, 72.38333)",5900,3.77085201164214
"Jiange",12086,"Valid","H5",222,"Fell",1964,31.91667,104.91667,"(31.91667, 104.91667)",222,2.34635297445064
"Jilin",12171,"Valid","H5",4e+06,"Fell",1976,44.05,126.16667,"(44.05, 126.16667)",4e+06,6.60205999132796
"Jodiya",47362,"Valid","L5",100,"Fell",2006,22.68,70.31333,"(22.68, 70.31333)",100,2
"Juancheng",12203,"Valid","H5",1e+05,"Fell",1997,35.5,115.41667,"(35.5, 115.41667)",1e+05,5
"Judesegeri",12207,"Valid","H6",680,"Fell",1876,12.85,76.8,"(12.85, 76.8)",680,2.83250891270624
"Jumapalo",12209,"Valid","L6",32490,"Fell",1984,-7.71667,111.2,"(-7.71667, 111.2)",32490,4.51174971134498
"Junan",12210,"Valid","L6",950,"Fell",1976,35.2,118.8,"(35.2, 118.8)",950,2.97772360528885
"Kabo",12220,"Valid","H4",13400,"Fell",1971,11.85,8.21667,"(11.85, 8.21667)",13400,4.12710479836481
"Kadonah",12221,"Valid","H6",89,"Fell",1822,27.08333,78.33333,"(27.08333, 78.33333)",89,1.94939000664491
"Kaee",12222,"Valid","H5",230,"Fell",1838,27.25,79.96667,"(27.25, 79.96667)",230,2.36172783601759
"Kagarlyk",12227,"Valid","L6",1900,"Fell",1908,49.86667,30.83333,"(49.86667, 30.83333)",1900,3.27875360095283
"Kakowa",12231,"Valid","L6",577,"Fell",1858,45.13333,21.66667,"(45.13333, 21.66667)",577,2.76117581315573
"Kalaba",12232,"Valid","H4",950,"Fell",1951,-6.83333,29.5,"(-6.83333, 29.5)",950,2.97772360528885
"Kalumbi",12236,"Valid","L6",4500,"Fell",1879,17.83333,73.98333,"(17.83333, 73.98333)",4500,3.65321251377534
"Kamalpur",12238,"Valid","L6",2770,"Fell",1942,26.03333,81.46667,"(26.03333, 81.46667)",2770,3.44247976906445
"Kamiomi",12240,"Valid","H5",448,"Fell",1913,36.04167,139.95667,"(36.04167, 139.95667)",448,2.65127801399814
"Kamsagar",12241,"Valid","L6",1293,"Fell",1902,14.18333,75.8,"(14.18333, 75.8)",1293,3.11159852488039
"Kandahar (Afghanistan)",12243,"Valid","L6",299,"Fell",1959,31.6,65.78333,"(31.6, 65.78333)",299,2.47567118832443
"Kangean",12245,"Valid","H5",1630,"Fell",1908,-7,115.5,"(-7.0, 115.5)",1630,3.21218760440396
"Kangra Valley",12246,"Valid","H5",400,"Fell",1897,32.08333,76.3,"(32.08333, 76.3)",400,2.60205999132796
"Kaptal-Aryk",12253,"Valid","L6",3500,"Fell",1937,42.45,73.36667,"(42.45, 73.36667)",3500,3.54406804435028
"Karewar",12260,"Valid","L6",180,"Fell",1949,12.9,7.15,"(12.9, 7.15)",180,2.25527250510331
"Karkh",12262,"Valid","L6",22000,"Fell",1905,27.8,67.16667,"(27.8, 67.16667)",22000,4.34242268082221
"Karloowala",12263,"Valid","L6",2950,"Fell",1955,31.58333,71.6,"(31.58333, 71.6)",2950,3.46982201597816
"Kasauli",30740,"Valid","H4",16820,"Fell",2003,29.58333,77.58333,"(29.58333, 77.58333)",16820,4.22582599146189
"Katagum",35465,"Valid","L6",1500,"Fell",1999,11.33333,10.08333,"(11.33333, 10.08333)",1500,3.17609125905568
"Kerilis",12282,"Valid","H5",5000,"Fell",1874,48.4,-3.3,"(48.4, -3.3)",5000,3.69897000433602
"Kernouve",12284,"Valid","H6",80000,"Fell",1869,48.11667,-3.08333,"(48.11667, -3.08333)",80000,4.90308998699194
"Kesen",12286,"Valid","H4",135000,"Fell",1850,38.98333,141.61667,"(38.98333, 141.61667)",135000,5.13033376849501
"Kharkov",12291,"Valid","L6",1500,"Fell",1787,50.625,35.075,"(50.625, 35.075)",1500,3.17609125905568
"Kheragur",12294,"Valid","L6",450,"Fell",1860,26.95,77.88333,"(26.95, 77.88333)",450,2.65321251377534
"Khetri",12296,"Valid","H6",100,"Fell",1867,28.01667,75.81667,"(28.01667, 75.81667)",100,2
"Khmelevka",12297,"Valid","L5",6109,"Fell",1929,56.75,75.33333,"(56.75, 75.33333)",6109,3.78597012513201
"Kidairat",12300,"Valid","H6",1e+05,"Fell",1983,14,28,"(14.0, 28.0)",1e+05,5
"Kiel",12301,"Valid","L6",737.6,"Fell",1962,54.4,10.15,"(54.4, 10.15)",737.6,2.86782090804557
"Kiffa",12303,"Valid","H5",1500,"Fell",1970,16.58333,-11.33333,"(16.58333, -11.33333)",1500,3.17609125905568
"Kikino",12306,"Valid","H6",195,"Fell",1809,55,34,"(55.0, 34.0)",195,2.29003461136252
"Kilbourn",12308,"Valid","H5",772,"Fell",1911,43.58333,-89.6,"(43.58333, -89.6)",772,2.88761730033574
"Killeter",12309,"Valid","H6",140,"Fell",1844,54.66667,-7.66667,"(54.66667, -7.66667)",140,2.14612803567824
"Kingai",12316,"Valid","H6",67.4,"Fell",1967,11.63333,24.68333,"(11.63333, 24.68333)",67.4,1.82865989653532
"Kisvarsány",12325,"Valid","L6",1550,"Fell",1914,48.16667,22.30833,"(48.16667, 22.30833)",1550,3.19033169817029
"Kitchener",12326,"Valid","L6",202.6,"Fell",1998,43.38333,-80.38333,"(43.38333, -80.38333)",202.6,2.30663944102426
"Klein-Wenden",12332,"Valid","H6",3250,"Fell",1843,51.6,10.8,"(51.6, 10.8)",3250,3.51188336097887
"Kokubunji",12342,"Valid","L6",11510,"Fell",1986,34.3,133.95,"(34.3, 133.95)",11510,4.06107532362979
"Košice",53810,"Valid","H5",4300,"Fell",2010,48.76367,21.17633,"(48.76367, 21.17633)",4300,3.63346845557959
"Krasnoi-Ugol",12355,"Valid","L6",2440,"Fell",1829,54.03333,40.9,"(54.03333, 40.9)",2440,3.38738982633873
"Krasnyi Klyuch",12357,"Valid","H5",4000,"Fell",1946,54.33333,56.08333,"(54.33333, 56.08333)",4000,3.60205999132796
"Kukschin",12368,"Valid","L6",2250,"Fell",1938,51.15,31.7,"(51.15, 31.7)",2250,3.35218251811136
"Kulak",12369,"Valid","L5",453.6,"Fell",1961,30.73111,66.80222,"(30.73111, 66.80222)",453.6,2.65667304588485
"Kuleschovka",12370,"Valid","L6",6000,"Fell",1811,50.75,33.5,"(50.75, 33.5)",6000,3.77815125038364
"Kulp",12373,"Valid","H6",3719,"Fell",1906,41.11667,45,"(41.11667, 45.0)",3719,3.57042617835897
"Kunashak",12377,"Valid","L6",2e+05,"Fell",1949,55.78333,61.36667,"(55.78333, 61.36667)",2e+05,5.30102999566398
"Kunya-Urgench",12379,"Valid","H5",1100000,"Fell",1998,42.25,59.2,"(42.25, 59.2)",1100000,6.04139268515823
"Kusiali",12382,"Valid","L6",5,"Fell",1860,29.68333,78.38333,"(29.68333, 78.38333)",5,0.698970004336019
"Kutais",12383,"Valid","H5",23,"Fell",1977,44.51667,39.3,"(44.51667, 39.3)",23,1.36172783601759
"Kuttippuram",12384,"Valid","L6",45000,"Fell",1914,10.83333,76.03333,"(10.83333, 76.03333)",45000,4.65321251377534
"Kuznetzovo",12385,"Valid","L6",4047,"Fell",1932,55.2,75.33333,"(55.2, 75.33333)",4047,3.60713320439157
"Kyushu",12390,"Valid","L6",45000,"Fell",1886,32.03333,130.63333,"(32.03333, 130.63333)",45000,4.65321251377534
"La Bécasse",12392,"Valid","L6",2800,"Fell",1879,47.08333,1.75,"(47.08333, 1.75)",2800,3.44715803134222
"La Colina",12395,"Valid","H5",2000,"Fell",1924,-37.33333,-61.53333,"(-37.33333, -61.53333)",2000,3.30102999566398
"La Criolla",12396,"Valid","L6",45000,"Fell",1985,-31.23333,-58.16667,"(-31.23333, -58.16667)",45000,4.65321251377534
"Laborel",12408,"Valid","H5",3833,"Fell",1871,44.28333,5.58333,"(44.28333, 5.58333)",3833,3.58353881925435
"L'Aigle",12434,"Valid","L6",37000,"Fell",1803,48.76667,0.63333,"(48.76667, 0.63333)",37000,4.568201724067
"Lalitpur",12451,"Valid","L6",372,"Fell",1887,24.45,78.56667,"(24.45, 78.56667)",372,2.5705429398819
"Lancon",12456,"Valid","H6",7000,"Fell",1897,43.75,5.11667,"(43.75, 5.11667)",7000,3.84509804001426
"Långhalsen",12461,"Valid","L6",2300,"Fell",1947,58.85,16.73333,"(58.85, 16.73333)",2300,3.36172783601759
"Lanxi",12464,"Valid","L6",1282,"Fell",1986,46.24167,126.19611,"(46.24167, 126.19611)",1282,3.1078880251828
"Laochenzhen",12466,"Valid","H5",14250,"Fell",1987,33.13333,115.16667,"(33.13333, 115.16667)",14250,4.15381486434453
"Launton",12740,"Valid","L6",1060,"Fell",1830,51.9,-1.11667,"(51.9, -1.11667)",1060,3.02530586526477
"Lavrentievka",12743,"Valid","L6",800,"Fell",1938,52.45,51.56667,"(52.45, 51.56667)",800,2.90308998699194
"Le Pressoir",12748,"Valid","H5",3000,"Fell",1845,47.16667,0.43333,"(47.16667, 0.43333)",3000,3.47712125471966
"Leedey",12755,"Valid","L6",51500,"Fell",1943,35.88333,-99.33333,"(35.88333, -99.33333)",51500,4.71180722904119
"Leeuwfontein",12756,"Valid","L6",460,"Fell",1912,-25.66667,28.36667,"(-25.66667, 28.36667)",460,2.66275783168157
"Leighlinbridge",12759,"Valid","L6",271.4,"Fell",1999,52.66667,-6.96667,"(52.66667, -6.96667)",271.4,2.43360984332372
"Leighton",12760,"Valid","H5",877,"Fell",1907,34.58333,-87.5,"(34.58333, -87.5)",877,2.94299959336604
"Leonovka",12765,"Valid","L6",700,"Fell",1900,52.26667,32.85,"(52.26667, 32.85)",700,2.84509804001426
"Les Ormes",12769,"Valid","L6",125,"Fell",1857,48.35,3.25,"(48.35, 3.25)",125,2.09691001300806
"Lesves",12772,"Valid","L6",2000,"Fell",1896,50.36667,4.73333,"(50.36667, 4.73333)",2000,3.30102999566398
"Lichtenberg",14646,"Valid","H6",4000,"Fell",1973,-26.15,26.18333,"(-26.15, 26.18333)",4000,3.60205999132796
"Lillaverke",14650,"Valid","H5",6862,"Fell",1930,56.65,15.86667,"(56.65, 15.86667)",6862,3.83645071372015
"Limerick",14652,"Valid","H5",50000,"Fell",1813,52.56667,-8.78333,"(52.56667, -8.78333)",50000,4.69897000433602
"Linum",14655,"Valid","L6",1862,"Fell",1854,52.75,12.9,"(52.75, 12.9)",1862,3.26997967664532
"Lishui",14659,"Valid","L5",498,"Fell",1978,31.63333,118.98333,"(31.63333, 118.98333)",498,2.69722934275972
"Lissa",14661,"Valid","L6",12800,"Fell",1808,50.2,14.85,"(50.2, 14.85)",12800,4.10720996964787
"Little Piney",14664,"Valid","L5",491,"Fell",1839,37.91667,-92.08333,"(37.91667, -92.08333)",491,2.69108149212297
"Lixna",14670,"Valid","H4",5213,"Fell",1820,56,26.43333,"(56.0, 26.43333)",5213,3.71708772492702
"Lorton",52843,"Valid","L6",329.7,"Fell",2010,38.70066,-77.21163,"(38.70066, -77.21163)",329.7,2.51811894714315
"Los Martinez",14708,"Valid","L6",25,"Fell",1894,38,-0.83333,"(38.0, -0.83333)",25,1.39794000867204
"Lost City",14711,"Valid","H5",17000,"Fell",1970,36.00833,-95.15,"(36.00833, -95.15)",17000,4.23044892137827
"Louisville",14716,"Valid","L6",1300,"Fell",1977,38.25,-85.75,"(38.25, -85.75)",1300,3.11394335230684
"Lua",14721,"Valid","L5",9241,"Fell",1926,24.95,75.15,"(24.95, 75.15)",9241,3.96571897024422
"Lucé",14724,"Valid","L6",3500,"Fell",1768,47.85,0.48333,"(47.85, 0.48333)",3500,3.54406804435028
"Lumpkin",14753,"Valid","L6",340,"Fell",1869,32.03333,-84.76667,"(32.03333, -84.76667)",340,2.53147891704225
"Lunan",14754,"Valid","H6",2520,"Fell",1980,24.8,103.3,"(24.8, 103.3)",2520,3.40140054078154
"Lundsgård",14755,"Valid","L6",11000,"Fell",1889,56.21667,13.03333,"(56.21667, 13.03333)",11000,4.04139268515823
"Mabwe-Khoywa",14764,"Valid","L5",540,"Fell",1937,19,97,"(19.0, 97.0)",540,2.73239375982297
"Macau",15370,"Valid","H5",1500,"Fell",1836,-5.2,-36.66667,"(-5.2, -36.66667)",1500,3.17609125905568
"Machinga",15371,"Valid","L6",93200,"Fell",1981,-15.21222,35.24222,"(-15.21222, 35.24222)",93200,4.96941591235398
"Madiun",15380,"Valid","L6",400,"Fell",1935,-7.75,111.53333,"(-7.75, 111.53333)",400,2.60205999132796
"Madrid",15382,"Valid","L6",400,"Fell",1896,40.41667,-3.71667,"(40.41667, -3.71667)",400,2.60205999132796
"Malakal",15394,"Valid","L5",2000,"Fell",1970,9.5,31.75,"(9.5, 31.75)",2000,3.30102999566398
"Mamra Springs",15401,"Valid","L6",1000,"Fell",1927,45.21667,62.08333,"(45.21667, 62.08333)",1000,3
"Mardan",15414,"Valid","H5",4500,"Fell",1948,34.23333,72.08333,"(34.23333, 72.08333)",4500,3.65321251377534
"Maridi",15421,"Valid","H6",3200,"Fell",1941,4.66667,29.25,"(4.66667, 29.25)",3200,3.50514997831991
"Marilia",15422,"Valid","H4",2500,"Fell",1971,-22.25,-49.93333,"(-22.25, -49.93333)",2500,3.39794000867204
"Marion (Iowa)",15424,"Valid","L6",28400,"Fell",1847,41.9,-91.6,"(41.9, -91.6)",28400,4.45331834004704
"Marmande",15429,"Valid","L5",3000,"Fell",1848,44.5,0.15,"(44.5, 0.15)",3000,3.47712125471966
"Maromandia",15430,"Valid","L6",6000,"Fell",2002,-14.2,48.1,"(-14.2, 48.1)",6000,3.77815125038364
"Maryville",15436,"Valid","L6",1443,"Fell",1983,35.8,-84.1,"(35.8, -84.1)",1443,3.15926633109349
"Mascombes",15438,"Valid","L6",1000,"Fell",1836,45.36667,1.86667,"(45.36667, 1.86667)",1000,3
"Mason Gully",53653,"Valid","H5",24.54,"Fell",2010,0,0,"(0.0, 0.0)",24.54,1.38987455839099
"Mauerkirchen",15446,"Valid","L6",19000,"Fell",1768,48.18333,13.13333,"(48.18333, 13.13333)",19000,4.27875360095283
"Mauritius",15447,"Valid","L6",220,"Fell",1801,-20,57,"(-20.0, 57.0)",220,2.34242268082221
"Maziba",15454,"Valid","L6",4975,"Fell",1942,-1.21667,30,"(-1.21667, 30.0)",4975,3.69679308508174
"Meerut",15469,"Valid","H5",22,"Fell",1861,29.01667,77.8,"(29.01667, 77.8)",22,1.34242268082221
"Meester-Cornelis",15470,"Valid","H5",24750,"Fell",1915,-6.23333,106.88333,"(-6.23333, 106.88333)",24750,4.39357520326959
"Menow",15485,"Valid","H4",10500,"Fell",1862,53.18333,13.15,"(53.18333, 13.15)",10500,4.02118929906994
"Menziswyl",15486,"Valid","L5",28.9,"Fell",1903,46.81867,7.21817,"(46.81867, 7.21817)",28.9,1.46089784275655
"Mern",15489,"Valid","L6",4000,"Fell",1878,55.05,12.06667,"(55.05, 12.06667)",4000,3.60205999132796
"Merua",15492,"Valid","H5",71400,"Fell",1920,25.48333,81.98333,"(25.48333, 81.98333)",71400,4.85369821177617
"Messina",15495,"Valid","L5",2405,"Fell",1955,38.18333,15.56667,"(38.18333, 15.56667)",2405,3.38111508070985
"Meuselbach",16626,"Valid","L6",870,"Fell",1897,50.58333,11.1,"(50.58333, 11.1)",870,2.93951925261862
"Mezel",16627,"Valid","L6",1300,"Fell",1949,45.76667,3.25,"(45.76667, 3.25)",1300,3.11394335230684
"Mhow",16629,"Valid","L6",350,"Fell",1827,25.9,83.61667,"(25.9, 83.61667)",350,2.54406804435028
"Mianchi",16631,"Valid","H5",1100,"Fell",1980,34.8,111.7,"(34.8, 111.7)",1100,3.04139268515822
"Middlesbrough",16632,"Valid","L6",1600,"Fell",1881,54.56667,-1.16667,"(54.56667, -1.16667)",1600,3.20411998265592
"Mifflin",52090,"Valid","L5",3584,"Fell",2010,42.9075,-90.36556,"(42.9075, -90.36556)",3584,3.55436800099009
"Mihonoseki",16635,"Valid","L6",6380,"Fell",1992,35.56833,133.22,"(35.56833, 133.22)",6380,3.80482067872116
"Mike",16636,"Valid","L6",224.2,"Fell",1944,46.23333,17.53333,"(46.23333, 17.53333)",224.2,2.35063560825895
"Milena",16640,"Valid","L6",10000,"Fell",1842,46.18333,16.1,"(46.18333, 16.1)",10000,4
"Miller (Arkansas)",16645,"Valid","H5",16700,"Fell",1930,35.4,-92.05,"(35.4, -92.05)",16700,4.22271647114758
"Mirzapur",16701,"Valid","L5",8510,"Fell",1910,25.68333,83.25,"(25.68333, 83.25)",8510,3.92992956008459
"Misshof",16703,"Valid","H5",5800,"Fell",1890,56.66667,23,"(56.66667, 23.0)",5800,3.76342799356294
"Modoc (1905)",16711,"Valid","L6",35000,"Fell",1905,38.5,-101.1,"(38.5, -101.1)",35000,4.54406804435028
"Molina",16715,"Valid","H5",144000,"Fell",1858,38.11667,-1.16667,"(38.11667, -1.16667)",144000,5.15836249209525
"Monahans (1998)",16719,"Valid","H5",2587,"Fell",1998,31.60833,-102.85833,"(31.60833, -102.85833)",2587,3.41279642871654
"Monroe",16720,"Valid","H4",8600,"Fell",1849,35.25,-80.5,"(35.25, -80.5)",8600,3.93449845124357
"Monte das Fortes",16725,"Valid","L5",4885,"Fell",1950,38.01667,-8.25,"(38.01667, -8.25)",4885,3.68886456805479
"Monte Milone",16726,"Valid","L5",3130,"Fell",1846,43.26667,13.35,"(43.26667, 13.35)",3130,3.49554433754645
"Montferré",16727,"Valid","H5",149000,"Fell",1923,43.39056,1.9625,"(43.39056, 1.9625)",149000,5.17318626841227
"Montlivault",16729,"Valid","L6",500,"Fell",1838,47.63333,1.58333,"(47.63333, 1.58333)",500,2.69897000433602
"Mooresfort",16737,"Valid","H5",3520,"Fell",1810,52.45,-8.33333,"(52.45, -8.33333)",3520,3.54654266347813
"Moorleah",16738,"Valid","L6",8887.5,"Fell",1930,-40.975,145.6,"(-40.975, 145.6)",8887.5,3.94877961373782
"Moradabad",16740,"Valid","L6",70,"Fell",1808,28.78333,78.83333,"(28.78333, 78.83333)",70,1.84509804001426
"Morávka",16742,"Valid","H5",633,"Fell",2000,49.6,18.53333,"(49.6, 18.53333)",633,2.80140371001736
"Mornans",16747,"Valid","H5",1300,"Fell",1875,44.6,5.13333,"(44.6, 5.13333)",1300,3.11394335230684
"Moti-ka-nagla",16759,"Valid","H6",1500,"Fell",1868,26.83333,77.33333,"(26.83333, 77.33333)",1500,3.17609125905568
"Motta di Conti",16762,"Valid","H4",9150,"Fell",1868,45.2,8.5,"(45.2, 8.5)",9150,3.96142109406645
"Mount Browne",16766,"Valid","H6",11300,"Fell",1902,-29.8,141.7,"(-29.8, 141.7)",11300,4.05307844348342
"Mount Tazerzait",16804,"Valid","L5",110000,"Fell",1991,18.7,4.8,"(18.7, 4.8)",110000,5.04139268515823
"Muddoor",16841,"Valid","L5",4400,"Fell",1865,12.63333,77.01667,"(12.63333, 77.01667)",4400,3.64345267648619
"Muraid",16874,"Valid","L6",4703,"Fell",1924,24.5,90.21667,"(24.5, 90.21667)",4703,3.67237497874608
"Nadiabondi",16889,"Valid","H5",8165,"Fell",1956,12,1,"(12.0, 1.0)",8165,3.91195618907269
"Nagai",16890,"Valid","L6",1810,"Fell",1922,38.12167,140.06167,"(38.12167, 140.06167)",1810,3.25767857486918
"Nagy-Borové",16893,"Valid","L5",6100,"Fell",1895,49.16667,19.5,"(49.16667, 19.5)",6100,3.78532983501077
"Nakhon Pathom",16899,"Valid","L6",23200,"Fell",1923,13.73333,100.08333,"(13.73333, 100.08333)",23200,4.3654879848909
"Nammianthal",16902,"Valid","H5",4500,"Fell",1886,12.28333,79.2,"(12.28333, 79.2)",4500,3.65321251377534
"Nan Yang Pao",16903,"Valid","L6",52900,"Fell",1917,35.66667,103.5,"(35.66667, 103.5)",52900,4.72345567203519
"Nanjemoy",16904,"Valid","H6",7500,"Fell",1825,38.41667,-77.16667,"(38.41667, -77.16667)",7500,3.8750612633917
"Nantong",16907,"Valid","H6",529,"Fell",1984,32.11667,121.8,"(32.11667, 121.8)",529,2.72345567203519
"Naoki",16908,"Valid","H6",17000,"Fell",1928,19.25,77,"(19.25, 77.0)",17000,4.23044892137827
"Naragh",16909,"Valid","H6",2700,"Fell",1974,33.75,51.5,"(33.75, 51.5)",2700,3.43136376415899
"Narellan",16912,"Valid","L6",367.5,"Fell",1928,-34.05,150.68889,"(-34.05, 150.68889)",367.5,2.56525734342021
"Nassirah",16922,"Valid","H4",347,"Fell",1936,-21.73333,165.9,"(-21.73333, 165.9)",347,2.54032947479087
"Neagari",16934,"Valid","L6",420,"Fell",1995,36.44917,136.46528,"(36.44917, 136.46528)",420,2.6232492903979
"Nejo",16941,"Valid","L6",2450,"Fell",1970,9.5,35.33333,"(9.5, 35.33333)",2450,3.38916608436453
"Nerft",16945,"Valid","L6",10250,"Fell",1864,56.5,21.5,"(56.5, 21.5)",10250,4.01072386539177
"New Concord",16953,"Valid","L6",230000,"Fell",1860,40,-81.76667,"(40.0, -81.76667)",230000,5.36172783601759
"New Orleans",16960,"Valid","H5",19256,"Fell",2003,29.94718,-90.10976,"(29.94718, -90.10976)",19256,4.28456607726697
"Nikolaevka",16976,"Valid","H4",3996,"Fell",1935,52.45,78.63333,"(52.45, 78.63333)",3996,3.60162547955394
"Nogata",16988,"Valid","L6",472,"Fell",860,33.725,130.75,"(33.725, 130.75)",472,2.67394199863409
"Noventa Vicentina",17930,"Valid","H4",177,"Fell",1971,45.29167,11.52722,"(45.29167, 11.52722)",177,2.24797326636181
"Noyan-Bogdo",17936,"Valid","L6",250,"Fell",1933,42.91667,102.46667,"(42.91667, 102.46667)",250,2.39794000867204
"Nuevo Mercurio",17938,"Valid","H5",50000,"Fell",1978,24.3,-102.13333,"(24.3, -102.13333)",50000,4.69897000433602
"Nulles",17959,"Valid","H6",5000,"Fell",1851,41.63333,0.75,"(41.63333, 0.75)",5000,3.69897000433602
"Numakai",17960,"Valid","H4",363,"Fell",1925,43.33333,141.86667,"(43.33333, 141.86667)",363,2.55990662503611
"Ochansk",17979,"Valid","H4",5e+05,"Fell",1887,57.78333,55.26667,"(57.78333, 55.26667)",5e+05,5.69897000433602
"Oesede",17988,"Valid","H5",1400,"Fell",1927,52.28333,8.05,"(52.28333, 8.05)",1400,3.14612803567824
"Oesel",17989,"Valid","L6",6000,"Fell",1855,58.5,23,"(58.5, 23.0)",6000,3.77815125038364
"Ofehértó",17990,"Valid","L6",3750,"Fell",1900,47.88333,22.03333,"(47.88333, 22.03333)",3750,3.57403126772772
"Ogi",17994,"Valid","H6",14360,"Fell",1741,33.28333,130.2,"(33.28333, 130.2)",14360,4.15715443990628
"Ohaba",17995,"Valid","H5",16250,"Fell",1857,46.06667,23.58333,"(46.06667, 23.58333)",16250,4.21085336531489
"Ohuma",17996,"Valid","L5",7700,"Fell",1963,6.75,8.5,"(6.75, 8.5)",7700,3.88649072517248
"Ojuelos Altos",17997,"Valid","L6",5850,"Fell",1926,38.18333,-5.4,"(38.18333, -5.4)",5850,3.76715586608218
"Okabe",17998,"Valid","H5",194,"Fell",1958,36.18333,139.21667,"(36.18333, 139.21667)",194,2.28780172993023
"Oldenburg (1930)",18009,"Valid","L6",16570,"Fell",1930,52.95,8.16667,"(52.95, 8.16667)",16570,4.21932250841934
"Olmedilla de Alarcón",18015,"Valid","H5",40000,"Fell",1929,39.56667,-2.1,"(39.56667, -2.1)",40000,4.60205999132796
"Orvinio",18034,"Valid","H6",3400,"Fell",1872,42.13333,12.93333,"(42.13333, 12.93333)",3400,3.53147891704225
"Oterøy",18042,"Valid","L6",246,"Fell",1928,58.88333,9.4,"(58.88333, 9.4)",246,2.39093510710338
"Ouadangou",56729,"Valid","L5",4440,"Fell",2003,12.9,0.08,"(12.9, 0.08)",4440,3.64738297011462
"Ourique",18052,"Valid","H4",20000,"Fell",1998,37.60833,-8.28,"(37.60833, -8.28)",20000,4.30102999566398
"Ovambo",18055,"Valid","L6",121.5,"Fell",1900,-18,16,"(-18.0, 16.0)",121.5,2.08457627793433
"Oviedo",18058,"Valid","H5",205,"Fell",1856,43.4,-5.86667,"(43.4, -5.86667)",205,2.31175386105575
"Pacula",18068,"Valid","L6",3400,"Fell",1881,21.05,-99.3,"(21.05, -99.3)",3400,3.53147891704225
"Paitan",18072,"Valid","H6",515,"Fell",1910,17.74333,120.45583,"(17.74333, 120.45583)",515,2.71180722904119
"Palca de Aparzo",18074,"Valid","L5",1430,"Fell",1988,-23.11667,-65.1,"(-23.11667, -65.1)",1430,3.15533603746506
"Palolo Valley",18082,"Valid","H5",682,"Fell",1949,21.3,-157.78333,"(21.3, -157.78333)",682,2.83378437465648
"Pampanga",18093,"Valid","L5",10500,"Fell",1859,15.08333,120.7,"(15.08333, 120.7)",10500,4.02118929906994
"Pantar",18098,"Valid","H5",2130,"Fell",1938,8.06667,124.28333,"(8.06667, 124.28333)",2130,3.32837960343874
"Paranaiba",18103,"Valid","L6",1e+05,"Fell",1956,-19.13333,-51.66667,"(-19.13333, -51.66667)",1e+05,5
